playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I1005053,0.0,Noah,Answerth,22,183,80,43,RIGHT,VIC,2018,2019,Caulfield (Vic)/Oakleigh U18,55.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005053.png?i10c=img.resize(scale_height:0.6),06/08/1999,CD_T20,BL,Brisbane Lions,Lions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1005054,17.0,Josh,Daicos,22,178,77,7,RIGHT,VIC,2016,2017,Greythorn (Vic)/Bulleen-Templestowe (Vic)/Oakleigh U18,57.0,fatherSon,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005054.png?i10c=img.resize(scale_height:0.6),26/11/1998,CD_T40,COLL,Collingwood,Magpies,17.0,79.2,9.0,6.0,115.0,17.0,47.0,0.0,0.0,1.0,1.0,31.8,103.0,8.0,0.0,0.0,136.0,70.8,322.0,1213.0,228.0,101.0,14.0,14.0,19.0,47.4,3.0,9.0,73.0,149.0,0.0,0.0,0.0,0.0,39.0,1.0,33.0,58.4,0.0,0.0,173.0,1.2,48.0,1.0,4.0,4029.0,4.0,273.0,194.0,266.3,25.0,0.0,56.0,11.0,19.0,0.0,26.0,53.0,9.0,43.0,324.0,61.0,221.0,17.0,79.2,0.5,0.4,115.0,1.0,2.8,0.0,0.0,0.1,0.1,31.8,6.1,0.5,0.0,0.0,8.0,70.8,18.9,71.4,13.4,5.9,0.8,0.8,1.1,47.4,0.2,0.5,4.3,8.8,0.0,0.0,0.0,0.0,2.3,0.1,1.9,58.4,0.0,0.0,10.2,1.2,2.8,0.1,0.2,237.1,0.2,16.1,266.3,1.5,0.0,3.3,0.6,1.1,0.0,1.5,3.1,0.5,2.5,19.1,3.6,13.0
CD_I1005084,0.0,Will,Walker,22,186,78,27,RIGHT,VIC,2017,2018,Hampton Rovers (Vic)/Sandringham U18,23.0,nationalDraft,MIDFIELDER_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005084.png?i10c=img.resize(scale_height:0.6),30/03/1999,CD_T100,NMFC,North Melbourne,Kangaroos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1005107,15.0,Nathan,Murphy,21,192,89,28,RIGHT,VIC,2017,2018,East Sandringham (Vic)/Brighton Grammar (Vic)/Sandr U18,39.0,nationalDraft,MIDFIELDER_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005107.png?i10c=img.resize(scale_height:0.6),15/12/1999,CD_T40,COLL,Collingwood,Magpies,15.0,65.1,3.0,0.0,0.0,3.0,19.0,2.0,50.0,4.0,2.0,30.1,43.0,7.0,1.0,14.3,53.0,74.3,144.0,597.0,107.0,57.0,4.0,6.0,16.0,16.7,0.0,1.0,26.0,56.0,0.0,0.0,0.0,0.0,18.0,8.0,25.0,64.8,0.0,0.0,88.0,1.6,50.0,4.0,2.0,2273.0,19.0,108.0,570.0,48.1,20.0,0.0,20.0,1.0,6.0,18.0,3.0,16.0,4.0,6.0,143.0,26.0,100.0,15.0,65.1,0.2,0.0,0.0,0.2,1.3,0.1,50.0,0.3,0.1,30.1,2.9,0.5,0.1,14.3,3.5,74.3,9.6,39.8,7.1,3.8,0.3,0.4,1.1,16.7,0.0,0.1,1.7,3.7,0.0,0.0,0.0,0.0,1.2,0.5,1.7,64.8,0.0,0.0,5.9,1.6,3.3,0.3,0.1,151.6,1.3,7.2,48.1,1.3,0.0,1.3,0.1,0.4,1.2,0.2,1.1,0.3,0.4,9.5,1.7,6.7
CD_I1005150,4.0,Emerson,Jeka,20,197,93,39,RIGHT,VIC,2019,2021,Altona ((Vic)/Maribyrnong College (Vic)/Western U18,9.0,rookieElevation,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005150.png?i10c=img.resize(scale_height:0.6),18/09/2001,CD_T80,HAW,Hawthorn,Hawks,4.0,80.6,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,34.4,11.0,15.0,2.0,13.3,3.0,80.8,26.0,117.0,21.0,9.0,2.0,0.0,1.0,50.0,1.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,69.2,0.0,0.0,13.0,1.0,7.0,3.0,3.0,509.0,5.0,22.0,643.0,18.6,0.0,0.0,11.0,1.0,4.0,1.0,0.0,4.0,3.0,0.0,32.0,4.0,21.0,4.0,80.6,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,34.4,2.8,3.8,0.5,13.3,0.8,80.8,6.5,29.3,5.3,2.3,0.5,0.0,0.3,50.0,0.3,0.5,1.3,3.3,0.0,0.0,0.0,0.0,1.5,0.0,0.8,69.2,0.0,0.0,3.3,1.0,1.8,0.8,0.8,127.3,1.3,5.5,18.6,0.0,0.0,2.8,0.3,1.0,0.3,0.0,1.0,0.8,0.0,8.0,1.0,5.3
CD_I1005199,8.0,Elliott,Himmelberg,23,200,98,34,RIGHT,QLD,2016,2018,Mt Gravatt (Qld)/Redland (NEAFL),51.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005199.png?i10c=img.resize(scale_height:0.6),04/06/1998,CD_T10,ADEL,Adelaide Crows,Crows,8.0,77.4,6.0,0.0,14.0,1.0,18.0,0.0,0.0,2.0,14.0,65.8,52.0,33.0,11.0,33.3,25.0,62.0,71.0,348.0,44.0,22.0,6.0,7.0,10.0,50.0,2.0,8.0,22.0,29.0,14.0,3.0,21.4,29.8,15.0,3.0,8.0,52.4,0.0,0.0,42.0,1.4,25.0,9.0,2.0,1003.0,17.0,80.0,426.0,120.9,1.0,47.0,28.0,2.0,16.0,11.0,0.0,8.0,1.0,1.0,79.0,20.0,27.0,8.0,77.4,0.8,0.0,14.0,0.1,2.3,0.0,0.0,0.3,1.8,65.8,6.5,4.1,1.4,33.3,3.1,62.0,8.9,43.5,5.5,2.8,0.8,0.9,1.3,50.0,0.3,1.0,2.8,3.6,1.8,0.4,21.4,29.8,1.9,0.4,1.0,52.4,0.0,0.0,5.3,1.4,3.1,1.1,0.3,125.4,2.1,10.0,120.9,0.1,5.9,3.5,0.3,2.0,1.4,0.0,1.0,0.1,0.1,9.9,2.5,3.4
CD_I1005247,19.0,Sam,Taylor,22,196,96,15,RIGHT,WA,2017,2018,Upper Swan (WA)/Guilford Grammar (WA)/Swan Dists (WAFL),28.0,nationalDraft,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005247.png?i10c=img.resize(scale_height:0.6),05/05/1999,CD_T1010,GWS,GWS Giants,Giants,19.0,93.8,0.0,1.0,0.0,0.0,37.0,32.0,29.9,107.0,26.0,47.3,134.0,2.0,2.0,100.0,136.0,78.0,273.0,1216.0,213.0,119.0,0.0,8.0,22.0,0.0,0.0,0.0,76.0,109.0,0.0,0.0,0.0,0.0,10.0,61.0,161.0,72.6,0.0,0.0,164.0,1.5,116.0,0.0,0.0,3662.0,149.0,160.0,215.0,253.6,70.0,0.0,28.0,18.0,0.0,134.0,4.0,40.0,0.0,4.0,283.0,50.0,149.0,19.0,93.8,0.0,0.1,0.0,0.0,1.9,1.7,29.9,5.6,1.4,47.3,7.1,0.1,0.1,100.0,7.2,78.0,14.4,64.0,11.2,6.3,0.0,0.4,1.2,0.0,0.0,0.0,4.0,5.7,0.0,0.0,0.0,0.0,0.5,3.2,8.5,72.6,0.0,0.0,8.6,1.5,6.1,0.0,0.0,192.8,7.8,8.4,253.6,3.7,0.0,1.5,0.9,0.0,7.1,0.2,2.1,0.0,0.2,14.9,2.6,7.8
CD_I1005326,0.0,Jackson,Mead,20,184,84,44,RIGHT,SA,2019,,SMOSH Westlakes (SA)/Henley HS (SA)/W-West Torrens (SANFL),25.0,fatherSon,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005326.png?i10c=img.resize(scale_height:0.6),30/09/2001,CD_T110,PORT,Port Adelaide,Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1005330,5.0,Kade,Chandler,21,175,76,37,LEFT,SA,2018,2019,Western Utd (SA)/Prince Alfred College (SA)/Norwood (SANFL),15.0,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005330.png?i10c=img.resize(scale_height:0.6),13/01/2000,CD_T90,MELB,Melbourne,Demons,5.0,13.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50.0,2.0,1.0,1.0,100.0,2.0,75.0,4.0,11.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,-2.0,0.0,6.0,707.0,-1.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,2.0,5.0,13.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,50.0,0.4,0.2,0.2,100.0,0.4,75.0,0.8,2.2,0.6,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,-0.6,0.0,1.2,-1.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.8,0.6,0.4
CD_I1005521,23.0,Oscar,McInerney,27,204,108,46,RIGHT,VIC,2016,2018,Montrose (Vic)/Casey (VFL),37.0,rookieElevation,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005521.png?i10c=img.resize(scale_height:0.6),10/07/1994,CD_T20,BL,Brisbane Lions,Lions,23.0,82.6,5.0,0.0,527.0,43.0,79.0,4.0,16.7,24.0,25.0,73.6,234.0,43.0,4.0,9.3,120.0,57.8,301.0,1786.0,174.0,74.0,15.0,29.0,39.0,42.9,3.0,6.0,90.0,145.0,672.0,217.0,32.3,41.8,59.0,25.0,44.0,47.4,0.0,0.0,156.0,1.1,53.0,8.0,0.0,4760.0,92.0,249.0,33.0,418.7,49.0,1606.0,100.0,71.0,14.0,69.0,84.0,51.0,5.0,127.0,318.0,79.0,84.0,23.0,82.6,0.2,0.0,527.0,1.9,3.4,0.2,16.7,1.0,1.1,73.6,10.2,1.9,0.2,9.3,5.2,57.8,13.1,77.7,7.6,3.2,0.7,1.3,1.7,42.9,0.1,0.3,3.9,6.3,29.2,9.4,32.3,41.8,2.6,1.1,1.9,47.4,0.0,0.0,6.8,1.1,2.3,0.3,0.0,207.0,4.0,10.8,418.7,2.1,69.8,4.3,3.1,0.6,3.0,3.7,2.2,0.2,5.5,13.8,3.4,3.7
CD_I1005547,16.0,Josh,Corbett,25,190,90,19,RIGHT,VIC,2018,2019,North Warrnambool (Vic)/Werribee (VFL),,other,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005547.png?i10c=img.resize(scale_height:0.6),23/04/1996,CD_T1000,GCFC,Gold Coast Suns,Suns,16.0,71.5,11.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,40.7,61.0,71.0,18.0,25.4,21.0,69.7,142.0,797.0,99.0,64.0,17.0,12.0,13.0,57.5,4.0,23.0,28.0,41.0,4.0,2.0,50.0,20.0,27.0,1.0,4.0,63.4,0.0,0.0,101.0,2.5,78.0,30.0,34.0,2620.0,17.0,101.0,423.0,122.7,0.0,20.0,67.0,1.0,40.0,10.0,0.0,12.0,6.0,0.0,150.0,38.0,89.0,16.0,71.5,0.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.3,40.7,3.8,4.4,1.1,25.4,1.3,69.7,8.9,49.8,6.2,4.0,1.1,0.8,0.8,57.5,0.3,1.4,1.8,2.6,0.3,0.1,50.0,20.0,1.7,0.1,0.3,63.4,0.0,0.0,6.3,2.5,4.9,1.9,2.1,163.8,1.1,6.3,122.7,0.0,1.3,4.2,0.1,2.5,0.6,0.0,0.8,0.4,0.0,9.4,2.4,5.6
CD_I1005577,13.0,Sam,Draper,23,205,105,2,RIGHT,SA,2016,2020,Reynella (SA)/South Adelaide (SANFL),1.0,rookieElevation,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005577.png?i10c=img.resize(scale_height:0.6),28/09/1998,CD_T50,ESS,Essendon,Bombers,13.0,78.9,5.0,1.0,293.0,26.0,45.0,3.0,42.9,7.0,15.0,69.0,89.0,14.0,7.0,50.0,43.0,65.6,131.0,809.0,86.0,49.0,2.0,24.0,16.0,18.2,3.0,2.0,28.0,46.0,316.0,101.0,32.0,42.6,32.0,12.0,26.0,57.6,0.0,0.0,85.0,1.8,31.0,7.0,0.0,2469.0,54.0,95.0,301.0,200.7,21.0,742.0,56.0,45.0,11.0,28.0,31.0,23.0,2.0,57.0,129.0,29.0,40.0,13.0,78.9,0.4,0.1,293.0,2.0,3.5,0.2,42.9,0.5,1.2,69.0,6.8,1.1,0.5,50.0,3.3,65.6,10.1,62.2,6.6,3.8,0.2,1.8,1.2,18.2,0.2,0.2,2.2,3.5,24.3,7.8,32.0,42.6,2.5,0.9,2.0,57.6,0.0,0.0,6.5,1.8,2.4,0.5,0.0,190.0,4.2,7.3,200.7,1.6,57.1,4.3,3.5,0.8,2.2,2.4,1.8,0.2,4.4,9.9,2.2,3.1
CD_I1005599,6.0,Luke,Foley,22,188,80,29,RIGHT,WA,2018,2020,Sorrento-Duncraig (WA)/Subiaco (WAFL),31.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005599.png?i10c=img.resize(scale_height:0.6),08/10/1999,CD_T150,WCE,West Coast Eagles,Eagles,6.0,72.6,0.0,0.0,0.0,0.0,14.0,4.0,44.4,9.0,2.0,25.0,19.0,0.0,0.0,0.0,36.0,73.0,74.0,295.0,54.0,39.0,1.0,3.0,0.0,100.0,0.0,1.0,13.0,21.0,0.0,0.0,0.0,0.0,8.0,7.0,22.0,73.6,0.0,0.0,53.0,2.5,23.0,0.0,0.0,1183.0,15.0,51.0,599.0,36.2,18.0,0.0,13.0,5.0,1.0,9.0,4.0,7.0,0.0,4.0,76.0,20.0,57.0,6.0,72.6,0.0,0.0,0.0,0.0,2.3,0.7,44.4,1.5,0.3,25.0,3.2,0.0,0.0,0.0,6.0,73.0,12.3,49.2,9.0,6.5,0.2,0.5,0.0,100.0,0.0,0.2,2.2,3.5,0.0,0.0,0.0,0.0,1.3,1.2,3.7,73.6,0.0,0.0,8.8,2.5,3.8,0.0,0.0,197.3,2.5,8.5,36.2,3.0,0.0,2.2,0.8,0.2,1.5,0.7,1.2,0.0,0.7,12.7,3.3,9.5
CD_I1005717,16.0,Nick,Coffield,21,191,88,1,RIGHT,VIC,2017,2018,Eltham (Vic)/Northern U18,8.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005717.png?i10c=img.resize(scale_height:0.6),23/10/1999,CD_T130,STK,St Kilda,Saints,16.0,79.0,1.0,4.0,0.0,1.0,29.0,2.0,12.5,16.0,5.0,27.2,62.0,4.0,0.0,0.0,95.0,81.6,228.0,977.0,186.0,124.0,1.0,10.0,18.0,50.0,0.0,1.0,40.0,69.0,0.0,0.0,0.0,0.0,15.0,29.0,83.0,78.0,4.0,4.0,159.0,2.3,89.0,2.0,0.0,3258.0,30.0,130.0,271.0,224.5,45.0,0.0,40.0,18.0,2.0,22.0,4.0,25.0,1.0,5.0,228.0,38.0,166.0,16.0,79.0,0.1,0.3,0.0,0.1,1.8,0.1,12.5,1.0,0.3,27.2,3.9,0.3,0.0,0.0,5.9,81.6,14.3,61.1,11.6,7.8,0.1,0.6,1.1,50.0,0.0,0.1,2.5,4.3,0.0,0.0,0.0,0.0,0.9,1.8,5.2,78.0,4.0,4.0,9.9,2.3,5.6,0.1,0.0,203.7,1.9,8.1,224.5,2.8,0.0,2.5,1.1,0.1,1.4,0.3,1.6,0.1,0.3,14.3,2.4,10.4
CD_I1005729,21.0,Tarryn,Thomas,21,189,76,26,RIGHT,TAS,2018,2019,North Launceston (Tas),8.0,nationalDraft,MIDFIELDER_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005729.png?i10c=img.resize(scale_height:0.6),25/03/2000,CD_T100,NMFC,North Melbourne,Kangaroos,21.0,76.1,17.0,21.0,227.0,23.0,69.0,0.0,0.0,1.0,9.0,41.5,162.0,13.0,6.0,46.2,185.0,73.8,382.0,1706.0,282.0,147.0,21.0,19.0,29.0,44.4,15.0,24.0,112.0,149.0,0.0,0.0,0.0,0.0,89.0,6.0,49.0,63.1,0.0,0.0,233.0,1.6,96.0,19.0,16.0,7472.0,24.0,407.0,142.0,302.8,24.0,0.0,116.0,19.0,54.0,14.0,33.0,72.0,10.0,56.0,390.0,83.0,228.0,21.0,76.1,0.8,1.0,227.0,1.1,3.3,0.0,0.0,0.0,0.4,41.5,7.7,0.6,0.3,46.2,8.8,73.8,18.2,81.2,13.4,7.0,1.0,0.9,1.4,44.4,0.7,1.1,5.3,7.1,0.0,0.0,0.0,0.0,4.2,0.3,2.3,63.1,0.0,0.0,11.1,1.6,4.6,0.9,0.8,355.8,1.1,19.4,302.8,1.1,0.0,5.5,0.9,2.6,0.7,1.6,3.4,0.5,2.7,18.6,4.0,10.9
CD_I1005793,0.0,Jarrod,Cameron,21,182,78,39,RIGHT,WA,2018,2019,Centrals (WA)/Swan Districts (WAFL),39.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005793.png?i10c=img.resize(scale_height:0.6),03/05/2000,CD_T150,WCE,West Coast Eagles,Eagles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1005986,4.0,Malcolm,Rosas,20,175,70,41,LEFT,NT,2019,2021,Darwin (NT)/NT Thunder (NEAFL),37.0,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2021/1005986.png?i10c=img.resize(scale_height:0.6),27/06/2001,CD_T1000,GCFC,Gold Coast Suns,Suns,4.0,48.7,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,8.0,2.0,0.0,0.0,14.0,63.2,19.0,90.0,12.0,7.0,6.0,2.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,50.0,0.0,0.0,14.0,2.8,5.0,1.0,1.0,393.0,2.0,53.0,695.0,3.2,1.0,0.0,6.0,3.0,5.0,1.0,2.0,6.0,2.0,2.0,20.0,6.0,12.0,4.0,48.7,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,40.0,2.0,0.5,0.0,0.0,3.5,63.2,4.8,22.5,3.0,1.8,1.5,0.5,0.3,0.0,0.0,0.0,1.8,1.3,0.0,0.0,0.0,0.0,1.8,0.0,0.5,50.0,0.0,0.0,3.5,2.8,1.3,0.3,0.3,98.4,0.5,13.3,3.2,0.3,0.0,1.5,0.8,1.3,0.3,0.5,1.5,0.5,0.5,5.0,1.5,3.0
